timestamp,BNB/USDT,XRP/USDT,INJ/USDT,ETH/USDT,BTC/USDT,DOGE/USDT,ADA/USDT,AVAX/USDT,DOT/USDT,LINK/USDT,TRX/USDT,LTC/USDT,ATOM/USDT,SOL/USDT,ETC/USDT,FIL/USDT,XLM/USDT,FET/USDT,VET/USDT,ALGO/USDT,FLOW/USDT,SAND/USDT,EGLD/USDT,QNT/USDT,GALA/USDT,NEO/USDT,THETA/USDT,XTZ/USDT,MANA/USDT,GRT/USDT,SNX/USDT,ZIL/USDT,OP/USDT,WOO/USDT,PEOPLE/USDT,DYDX/USDT,NEAR/USDT
2022-03-29 21:00:00+00:00,100.83604269367041,99.53636329832473,98.66146488050595,100.0,100.0,98.80014023159069,102.24647301635221,104.1074405794566,98.75059921155407,100.70992394910844,100.75457624527071,100.16989207679116,103.70475615974041,104.85753182668559,100.0,100.0,100.75705300511531,103.69125173523071,97.7401444230251,100.2642272077062,103.36052471328449,98.20210962676029,100.14520612953042,101.91339222171871,100.0,100.65215288789071,102.69976463571854,102.08113394138364,98.1625439805914,101.94665634529912,103.96242500849151,99.9465748075348,,101.4384084742755,97.84565436475997,103.74055627474795,101.47173816545683
2022-03-29 22:00:00+00:00,100.83604269367041,99.2225517839559,99.39836938818584,100.0,100.0,99.35325508243234,102.8540496811353,104.70090548957846,98.43823852719761,100.70992394910844,100.75457624527071,100.24748300791184,103.70475615974041,104.85753182668559,100.0,100.0,100.84421308556956,103.69125173523071,97.75377624233096,100.6931297920103,103.36052471328449,97.92572229926395,100.14520612953042,101.91339222171871,100.0,100.65215288789071,102.69976463571854,102.08113394138364,98.55007141293196,101.94665634529912,103.96242500849151,99.9465748075348,,101.07659832731797,100.35130492467701,103.74055627474795,101.47173816545683
2022-03-29 23:00:00+00:00,100.83604269367041,99.68745773116899,100.01803908782576,100.0,100.0,99.83723057691878,103.3748296795208,105.84218416288975,99.89464792886469,100.70992394910844,100.75457624527071,100.79443315881663,103.70475615974041,104.85753182668559,100.0,100.0,101.5850737694307,103.69125173523071,98.77616269027054,101.50694495197195,103.36052471328449,98.92128073402117,100.14520612953042,101.91339222171871,100.0,100.65215288789071,102.69976463571854,102.08113394138364,99.50597241270536,101.94665634529912,103.96242500849151,99.9465748075348,,101.9811236947118,100.32592280978756,105.67997408164798,101.47173816545683
2022-03-30 00:00:00+00:00,100.83604269367041,99.9896465968575,99.09690845322588,100.0,100.0,99.14583701336672,102.7672530147377,104.42699860798375,99.89464792886469,100.70992394910844,100.75457624527071,100.79443315881663,103.70475615974041,104.85753182668559,100.0,100.0,100.97495320625093,103.69125173523071,96.97676254189686,100.36320472716099,103.36052471328449,97.93418313581996,100.14520612953042,101.91339222171871,100.0,100.65215288789071,102.69976463571854,102.08113394138364,98.51316403842334,101.94665634529912,103.96242500849151,99.9465748075348,,101.84955636854542,100.32592280978756,105.60678850402913,101.47173816545683
2022-03-30 01:00:00+00:00,100.68496490383222,98.76926848542311,98.04179518086603,99.85017481269357,99.85017481269358,96.86423825364488,101.46530301877398,103.00040026634463,99.74498058549617,100.70992394910844,100.60362051269144,100.64341771054198,103.70475615974041,104.85753182668559,100.0,99.85017481269358,99.0574314362574,103.53589612309803,94.27766231933634,97.87776923862951,103.36052471328449,95.97972989138157,99.99516338686844,101.91339222171871,99.85017481269358,100.65215288789071,102.69976463571854,101.92819069125143,96.6345786759343,101.79391457647714,103.96242500849151,99.9465748075348,,100.55032902265248,100.32592280978756,100.35572330987522,101.47173816545683
2022-03-30 02:00:00+00:00,101.27266607651394,99.43175946020179,98.87918666686592,100.51723483922832,100.58303002299687,97.97046795532819,102.50686301554497,104.70090548957846,100.65839615862342,100.70992394910844,101.07830583507513,101.04058984041784,103.70475615974041,104.85753182668559,100.0,101.43698728488577,100.19051248216267,104.19944109272673,95.69537152714591,99.38442703477469,103.36052471328449,97.01759250891884,101.72047230716989,101.91339222171871,101.17597669509281,100.65215288789071,102.69976463571854,102.86813061083444,97.65322221237237,102.41352970868178,103.96242500849151,99.9465748075348,,101.29039523233833,100.32592280978756,101.05098629725447,101.47173816545683
2022-03-30 03:00:00+00:00,101.73110042509643,99.97897476800911,99.29788240986586,100.95726772793081,100.913441316899,98.52358280616984,102.95981957802738,105.501143035587,101.46510709538268,100.70992394910844,101.84966948394859,101.75549967419437,103.70475615974041,104.85753182668559,100.0,101.95270133834823,100.58273284420682,108.70389046960592,97.63108986857821,100.59704550092295,103.36052471328449,97.82419226059181,102.32552494586703,101.91339222171871,102.44413501738772,100.65215288789071,102.69976463571854,103.66984407165525,98.40613265234833,103.5421144137688,103.96242500849151,99.9465748075348,,101.82820299973157,100.32592280978756,102.45980866641771,101.47173816545683
2022-03-30 04:00:00+00:00,101.73110042509643,99.97897476800911,98.99642147490589,100.60374978005797,100.913441316899,97.83218924261777,102.95981957802738,105.501143035587,101.46510709538268,100.70992394910844,102.05734431249145,101.91436852614473,103.70475615974041,104.85753182668559,100.0,101.11962479044732,100.19051248216267,108.70389046960592,99.58084432181334,100.59704550092295,103.36052471328449,97.84111393370384,102.32552494586703,101.91339222171871,102.03294428864362,100.65215288789071,102.69976463571854,103.36574586237839,98.25481241686296,104.1838586578379,103.96242500849151,99.9465748075348,,101.82820299973157,100.32592280978756,102.38662308879886,101.47173816545683
2022-03-30 05:00:00+00:00,101.73110042509643,99.97897476800911,99.58377586027491,101.42219610827406,100.913441316899,98.9384189443011,102.95981957802738,105.501143035587,101.46510709538268,100.70992394910844,102.76338635097866,102.2374398148603,103.70475615974041,104.85753182668559,100.0,102.42874508000588,100.9540853397886,108.70389046960592,99.58084432181334,100.59704550092295,103.36052471328449,98.52513588730041,102.32552494586703,101.91339222171871,102.8162084323474,100.65215288789071,102.69976463571854,104.53573313305577,98.91822402745598,104.91411934936481,103.96242500849151,99.9465748075348,,101.82820299973157,100.32592280978756,103.39292478105831,101.47173816545683
2022-03-30 06:00:00+00:00,101.73110042509643,99.97897476800911,99.58377586027491,101.42219610827406,100.913441316899,98.86927958794588,102.95981957802738,105.501143035587,101.46510709538268,100.70992394910844,102.76338635097866,102.2374398148603,103.70475615974041,104.85753182668559,100.0,102.94853722168672,100.9540853397886,108.70389046960592,99.58084432181334,100.59704550092295,103.36052471328449,98.52513588730041,102.32552494586703,101.91339222171871,102.8162084323474,100.65215288789071,102.69976463571854,104.53573313305577,98.91822402745598,104.58218267139803,103.96242500849151,99.9465748075348,,101.82820299973157,100.32592280978756,103.51192147476874,101.47173816545683
